Sentence	Tag
臭豆腐汤怎么烧？	cookbook
鱼怎么做莱	cookbook
想做蛋糕。	cookbook
瘦肉粥。	cookbook
白切鸡怎么做啊？	cookbook
培根金针菇怎么做？	cookbook
米粉肉怎么做？	cookbook
做面包的配方。	cookbook
教我做馒头。	cookbook
虾炒蛋怎么做？	cookbook
怎么做水煮鱼店？	cookbook
久久鸭怎么做？	cookbook
送黄炒鸡蛋怎么做？	cookbook
猪肉灌汤包怎么做？	cookbook
秋葵怎么做？	cookbook
螃蟹怎么蒸？	cookbook
腊鱼。	cookbook
自演艺，羊肉怎么做？	cookbook
炸馒头片	cookbook
有什么特色美食。	cookbook
红烧猪脚	cookbook
恒宇乐活鱼怎么做的好吃的回复哦，你。	cookbook
酸菜鱼的做法，妈。	cookbook
烤鸭，啊！	cookbook
怎么煮面才好吃呢？	cookbook
牛肉面，哦。	cookbook
酸辣汤的做法。	cookbook
做蛋挞怎么做	cookbook
那做红烧鱼需要哪些材料啊？	cookbook
鱼肉怎么做？	cookbook
帮我查一下红烧肉的做法	cookbook
冰糖雪梨	cookbook
红薯粉的做法，了。	cookbook
红豆沙怎么做？	cookbook
红烧鱼块。	cookbook
煮面怎么做？	cookbook
又热炒鸡蛋怎么做？	cookbook
花格等蛋的做法。	cookbook
豆腐花的做法。	cookbook
蒸鸡蛋糕	cookbook
怎样蒸排骨最好吃的。	cookbook
红烧肉怎么做？嗯？	cookbook
狗肉怎么做？	cookbook
四喜丸子怎么做？	cookbook
甜酒怎么做？	cookbook
你给我讲讲红烧肉的做法。	cookbook
辣，兰州拉面的配方。	cookbook
怎么弄红烧肉哦？	cookbook
a排骨怎么做好吃？	cookbook
紫菜蛋花汤。	cookbook
求米线怎么做？	cookbook
红烧肉的做法，a。	cookbook
牛肉怎么煮才好吃？你？	cookbook
青椒肉丝怎么做怎么炒？	cookbook
怎么做饭好吃？	cookbook
椒盐排骨怎么做？你？	cookbook
鱼香肉丝哦	cookbook
旧金山几点几分	datetime
今天农历是多少	datetime
查询日期	datetime
现在是两点了吗	datetime
还有多少天过年	datetime
现在星期几	datetime
哪天清明节	datetime
现在几号	datetime
元宵节还有几个星期	datetime
哪一天国际牛奶日	datetime
还有多少分钟12点	datetime
植树节是什么时候	datetime
多少月之后就是过年了	datetime
明天上午9点距离现在还有多久	datetime
明天什么日子	datetime
武汉的精确时间是	datetime
看看现在几点几分	datetime
时间现在的	datetime
帮我转发邮件	email
发邮件给莹莹说我好困我想睡觉	email
我想全部回应	email
帮我写个邮件	email
我想要转发这封邮件	email
我要写条新邮件	email
我要查看邮件	email
替我查看新邮件	email
帮我写一封邮件	email
替我答复这条邮件	email
我想全部回复	email
全部应答	email
我要全部回复	email
我想要转发这条邮件	email
发邮件给晶晶	email
我想写一个新邮件	email
转发这条mail	email
我要答复邮件	email
我想答复这个邮件	email
替我打开新邮件	email
帮我写一条新邮件	email
给我写一个新邮件	email
我要回复这条邮件	email
给我打开mail	email
中央一套什么时候有建党伟业	epg
湖南卫视放什么节目？	epg
周二电影。	epg
现在哪个台在播放剧情电视剧	epg
我要看湖南卫视快乐大本营	epg
世界地理的节目单	epg
看当前直播的比赛	epg
现在电视台在放什么节目	epg
查查最近一周CCTV-4美洲有放我爱记歌词么	epg
湖南卫视娱乐节目。	epg
湖南台演什么节目	epg
今天湖南卫视的电子节目单	epg
中央电视台一套现在放什么节目？	epg
能不能看当前的中超联赛	epg
非诚勿扰什么时候演啊	epg
我想看中央六台的电影。	epg
中央四频道火箭兜风	epg
找找非诚勿扰什么时候结束	epg
央视少儿频道的节目的	epg
你，湖南卫视正在播出什么？你。	epg
现在湖南卫视放什么电视？	epg
搜索电视剧爱情悠悠药草香在哪个频道首播？	epg
看看今天有什么好看的节目？	epg
电视台在播什么节目	epg
央视综合频道昨晚的节目单	epg
今晚什么节目呀？	epg
CCTV-5节目表	epg
爱笑会议室什么时候播放	epg
安徽卫视今天晚上放什么？	epg
回看烽火佳人回看安徽卫视烽火佳人	epg
哪个台在放甄嬛	epg
chc高清电影昨天晚上的节目	epg
现在最好看的电影。	epg
查查13年的一站到底	epg
今天电影频道演什么	epg
帮我查找一下今天晚上有什么电视节目？	epg
咱们结婚吧什么时候播出	epg
焦点访谈什么时候播	epg
BTV生活节目选择回放	epg
今天有些什么电影？	epg
安安昨天11:07的风华国乐	epg
北京体育频道明天的节目单	epg
昨天的北京新闻	epg
东方高清台的节目单	epg
哪个电视台在放神雕侠侣。	epg
中央电视台少儿频道大耳朵图图	epg
上海东方卫视现在在播放什么？	epg
今晚安徽卫视有什么节目	epg
国防军事频道2天后播捍卫者	epg
电影频道明天放什么	epg
湖南卫视明天播什么节目	epg
少儿节目中央少儿节目	epg
北京卡酷熊出没	epg
最近1周北京电视台-4有转播X女特工呢	epg
CCTV-10的百家讲坛	epg
哪个频道演爸爸去哪儿	epg
哪个电视台在演叶问。	epg
蒽蒽江苏卫视有什么好节目吗？	epg
上周六发现之旅有演星跳水立方呢	epg
给我查下明天凌晨在放妈妈来了	epg
收看安徽卫视节目。	epg
什么电视台什么时间有转播仁心解码2	epg
安徽电视台12月18号晚上10:10的电视剧	epg
环球旅游明天有演我爱饭米粒	epg
看中央七频道讲武堂节目	epg
六台有什么节目	epg
给我看看什么时候有播盛夏晚晴天	epg
今晚有什么节目啊？	epg
帮我查一下今晚中年中央六台放什么电影？	epg
现在哪个频道播放电视剧	epg
电视台放什么	epg
现在有什么好看的电视剧？	epg
熊出没是几点开始播放。	epg
哪些台在放电影	epg
影视频道有什么节目	epg
哦，安徽卫视今晚放什么节目？	epg
书画频道上周六有开始非诚勿扰么	epg
可不中央五套明天的节目单	epg
河南卫视节目单。	epg
现在电视台在播什么	epg
给我查一下什么时间有播放天天向上	epg
现在有什么好的电视剧。	epg
那中央六台明天演什么节目	epg
央视三台现在播放什么节目	epg
现在中央一台在播什么节目？	epg
回看安徽卫视烽火佳人	epg
给我搜搜什么电视台什么时间有转播神探高伦布	epg
搜索湖南卫视直播。	epg
我回去看昨天晚上播出的爸爸去哪儿31频道	epg
查查什么时候放百变大咖秀	epg
昨晚哪个频道有张艺谋出演的电视剧	epg
8点河北卫视播放过恋了爱了	epg
现在热门的电视剧是什么	epg
昨天晚上湖南卫视演什么	epg
中央六台有什么节目	epg
今天什么好看电影？	epg
BTV北京频道打狗棍	epg
搜一下CCTV74月15号播出新编辑部的故事呢	epg
什么时候有西游记呢？	epg
周六晚上重庆卫视有转播神探高伦布吗	epg
快乐大本营什么时间播？	epg
电视台现在在播放什么大陆动漫	epg
明天晚上湖南卫视演什么电视剧	epg
我昨天晚上的今日关注	epg
北京台有什么好电视	epg
回看上周末早上8点的湖南卫视	epg
前两个星期时代出行有播X女特工呢	epg
济南到重庆的航班。	flight
厦门到上海的机票	flight
查询一下明天广州到武汉的航班	flight
帮我订一张杭州到上海的机票	flight
查寻合肥到北京的航班	flight
明天回广州的航班	flight
八月十号从重庆到武汉的航班	flight
济南到汉中的飞机票	flight
儋州到海口的航班	flight
广州至南宁航班。	flight
查询厦门到武夷山的航班	flight
查一下从南京到上海的航班	flight
查询今天成都到北京的航班	flight
明天珠海到青岛的航班	flight
南昌到广州飞机票	flight
查询后天成都到伦敦的航班	flight
明天去桂林的航班。	flight
7月30号去深圳的航班。	flight
南京到成都的机票	flight
明天去南昌的航班。	flight
查一下明天合肥到北京的航班。	flight
7月25号去上海的航班。	flight
去北京有什么飞机	flight
明天长沙到上海的航班	flight
大连飞往上海的航班	flight
从威海到苏州的飞机	flight
青岛到广州航班	flight
给我定一张株洲到深圳的机票	flight
搜索武汉到南京的机票	flight
上海飞往北京的航班	flight
帮我查一下杭州到长春的飞机航班	flight
查一下澳门到吉隆坡的飞机	flight
后天去武汉的航班	flight
查询4月1号从武汉到广州的航班	flight
上海到青岛的飞机票	flight
帮我查一下广州到长沙的航班	flight
明天去深圳的飞机	flight
贵阳到哈尔滨飞机	flight
去伦敦的航班	flight
西昌到成都的航班	flight
晋江到武汉的航班	flight
汕头到重庆的航班	flight
九月二十六号从深圳到宁波的航班	flight
四月二十日合肥到深圳的航班	flight
到武汉的航班	flight
查询上海到玉林的航班。	flight
从从合肥到北京的航班	flight
从厦门到昆明的飞机	flight
到北京的飞机。	flight
帮我查一下深圳到桂林后天的机票	flight
查一下明天晚上17点30分从上海飞往珠海三灶机场的飞机	flight
帮我查一下明天广州到北京的航班。	flight
八月十一日从厦门飞往上海的航班	flight
查一下济南到成都的航班	flight
南航1003	flight
帮我查一下明天南昌到广州的飞机票	flight
查询广州到海南的航班	flight
查询明天南阳到上海的航班	flight
八月一号去上海的航班	flight
上海到淮安的飞机	flight
明天温州到上海的航班。	flight
请查询一下深圳飞往上海的航班	flight
宫外孕怎么办？	health
得了肝癌怎么办？	health
发烧好吗？	health
咳嗽怎么治？	health
狐臭怎么治？	health
给我查一下，乳腺增生怎么治疗？	health
。咳嗽	health
胃炎怎么治？	health
肠易激综合征。	health
沙眼。	health
颈椎病用什么药物治疗？	health
甲型肝炎。	health
耳鸣怎么办	health
骨折了怎么办？	health
介绍一下尖锐湿疣	health
甲亢怎么办？	health
如何治疗颈椎病。	health
包皮过长，怎么办？哦。	health
胆结石怎样治疗。	health
胃溃疡。	health
大肠癌	health
白带异常。	health
关节痛怎么办？	health
肾炎需要注意什么？	health
怎么治感冒？	health
肾虚怎么治疗	health
脑瘫	health
静脉曲张怎么治疗？哦？	health
类风湿怎么治？	health
发烧。	health
怎么治疗牛皮癣	health
我是个女的，你知道怎样治脱发吗	health
得了艾滋病怎么办	health
咳嗽怎么办	health
得了灰指甲怎么办？	health
前列腺炎该怎么治？	health
梅毒怎么治疗？	health
如何治疗龟头炎。	health
偏头痛怎么治？	health
包皮过长怎么办啊？你。	health
失眠怎么办呀	health
怎么治疗口腔溃疡呃呃呃	health
肾积水怎么治？	health
湿疹怎么处理？	health
乳腺炎。	health
尿道炎怎么办	health
近视眼怎么治疗	health
头晕该怎么办？	health
肩周炎怎么治？	health
甲亢。	health
包茎怎么办？	health
截瘫吧	health
淋病怎么办	health
如何治疗感冒	health
肩周炎，要怎么治疗。	health
帮我查一下今天开奖的15选5	lottery
我要买彩票。	lottery
搜索大乐透的中奖号码	lottery
帮我查一下2013年2月8日开奖的15选5中奖号码	lottery
查七乐彩开奖结果	lottery
提供一张大乐透	lottery
查看七乐彩的得奖号码	lottery
上一期双色球开什么	lottery
大乐透中奖号码为	lottery
看看大乐透的得奖号码	lottery
我要查彩票的开奖信息。	lottery
看一看大乐透的信息	lottery
帮我查一下15选5开奖结果	lottery
本期七星彩的中奖号码是多少？	lottery
搜索15选5的号码信息	lottery
七星彩	lottery
帮我购买2注大乐透的彩票	lottery
查看大乐透玩法的开奖	lottery
搜索七乐彩的公示号码	lottery
买三注星期四开奖的七乐彩	lottery
我要购买七乐彩	lottery
帮我查一下上一期的大乐透	lottery
双色球的开奖号码是多少？	lottery
大乐透的开奖情况	lottery
到太湖怎么走	map
去常州武进路线	map
湖里公园在哪里	map
带我去丹阳市眼镜市场	map
从南京到亳州怎么走	map
上海到苏州	map
美国大使馆在哪	map
华晶小学在哪里	map
去科大讯飞怎么走	map
导航到佛山大良汽车站	map
松江钢材城在哪里	map
我想到科大讯飞怎么走	map
去湘江	map
合肥百货大楼在哪里	map
往火车北站怎么走	map
辽宁大连在哪里	map
到步行街不走高架的路线是哪条	map
到鼓楼怎么走	map
合肥的大润发在哪	map
怎么去泉城广场	map
到合肥市逍遥津公园怎么走	map
沿途有没有加油站	map
到环都大酒店怎么走	map
到公园怎么走	map
我要去姜堰	map
六安市飞云卫生院在哪里	map
科大讯飞在哪里呀	map
从这里到市中心怎么走	map
查询北京到上海的路线	map
讯飞语点我现在在哪里	map
春熙路怎么走	map
怎么去龙阳路	map
到郑州火车站	map
宁波机场在哪里	map
从二手车市场到八一广场怎么走	map
帮我查一下合肥市三孝口在哪里	map
我所在地理位置	map
帮我搜一下科大讯飞在哪	map
查询沿途的KTV	map
郑州火车站怎么走	map
鹰潭到景德镇	map
从我这里到科大讯飞走高速路线	map
到薛城区怎么走	map
南京火车站到南京农业大学	map
告诉我西安的位置	map
去汽车南站怎么走	map
人民公园在哪里	map
查一下到长途汽车站去的最省钱的线路	map
我们现在在什么地方	map
从我这里去芙蓉区政府怎么去	map
南光集团怎么走	map
导航到山东省菏泽市王浩屯镇	map
昆山大润发在哪里	map
帮我找到去安徽黄山的路	map
到科大讯飞怎么走更快一些	map
从新加坡花园怎么去宁溪路	map
从观音桥到重庆市图书馆怎么走	map
导航到建八路	map
平阳怎么走吗	map
移动公司在哪里呀	map
广东省英德在哪里	map
湘潭到常德怎么走	map
查一下沿途的科大讯飞	map
你知道中国科技大学在哪里吗	map
从连云港到北京该怎么走	map
宁乡到长沙怎么走	map
带我去新都会	map
导航去科大讯飞	map
7月13号广州恒大俱乐部的比赛有哪些	match
北京国安的赛程。	match
播放，青岛中能的赛程。	match
中超比赛结果，今天呢？	match
中超比赛时间多少啊？	match
我要听中超第二十，八轮的结果。	match
江苏舜天队这个星期的比赛时间给我找出来	match
北京国安5月23号比赛和谁踢	match
2013年中国男足，主要赛程。	match
中超比赛，结果。	match
查询中超赛事。	match
热火NBA季前赛的那个赛程。	match
哦，中超比赛时间三比五。	match
中超比赛时间，我。	match
我想看足球中超，第25轮的比赛时间。	match
上海申花的赛程。	match
广州恒大亚冠联赛，比赛时间。	match
NBA比赛时间。	match
中超赛事预告吗？	match
广州恒大的赛程。	match
中超A组比赛结果分别是多少	match
帮我搜一下中超3月份的对阵情况	match
恒大山东鲁能比分是多少？	match
国足最新赛程。	match
发信息给盛吉	message
给许浩发一条短信	message
发短信给叶少云晚上要不要出去玩	message
给杨燕姐发短信	message
发短信给上海浦东发展银行　95528	message
给张大萍发短信	message
发短信	message
发信息给老妈说我在吃饭	message
给刘三发短信说我今天没有空	message
发送短信给东莞李月华就说今天赶紧回来	message
给晓琴发短信你在干吗	message
给庄小雷发短信	message
给于海洋发短信	message
给张金波发短消息今天中午一起吃饭	message
发信息给陈明哲	message
给谢小培发短信今晚一起吃饭	message
发信息给苏建江	message
发短信给刘文说明天下午五点有聚会	message
给黄尚君发短信	message
给丹丹发信息我一会儿就回来别等我了	message
发短信给张三说“画皮2在哪个台播出”	message
给张倩倩发短信	message
发短信给幺八六六七九零三五八零	message
发短信给张三我明天去北京	message
给靖哥哥发短信说我不回来吃饭了	message
发信息给许路雨	message
发短信给啊妈说车票买到了	message
发短信给姐姐说晚上一起吃面条	message
我现在要发一条信息	message
给刘志发短信	message
给刘西发短信	message
给严巧发短信	message
给梁辉坚发短信	message
给张克达发短信	message
给姐姐发短信我今天晚上晚点回去你就别等我吃饭	message
发短信给幺五八三七五幺幺幺四幺	message
给何建琴发短信	message
给周玉发短信	message
给马翊桐发信息	message
发短信给贤想快点给我送早饭开门我饿死了	message
给杨斌发短信	message
给原波发短信	message
给秦丽香发信息	message
把王建春的电话号码发给张学政	message
发短信给王亮说死人你在干什么呢	message
给黄杠发短信	message
发信息给熊伟	message
帮我发条短信吧	message
给青发短信	message
发短信给王小露的	message
给园园发短信	message
发信息给学超	message
发短信给幺零零八六内容是十一	message
发信息给董昊老婆	message
呃发信息给周玉豪	message
发信息给健美	message
给王帅发个短信说他让他起来尿尿	message
给小阳发短信	message
发条短信给张亚东	message
发信息给老婆说我不回家吃饭了	message
发送短信给陈群	message
给杨李鹏发短信	message
给德师傅发短信	message
播放老婆最大。	music
随便唱几首歌吧	music
我想听歌曲传奇	music
帮我找一首我的好兄弟	music
我想听老婆这首歌	music
播放眼色	music
随便来首刘德华的歌。	music
我想听想唱就唱	music
我想听情花开这首歌	music
放歌，天亮了。	music
我要听还是会这首歌	music
搜索歌曲公路	music
播放黑猫警长。	music
来首只爱你一个。	music
我想听水墨丹青这首歌	music
我听首歌	music
找一首游鸿明的音乐	music
我想亲亲我的宝贝这首歌	music
听时间煮雨这首歌	music
帮我查一下周杰伦的歌	music
我想听你最珍贵这首音乐	music
特莫文蔚的阴天。	music
我想听首歌	music
放一首音乐给我听	music
我想听11年，这首歌哦。	music
我要点一首小星星	music
放一首其实我介意	music
我想听求佛。	music
给我来首好听的音乐	music
放首陈奕迅的十年	music
放首歌给我听吧	music
我想听只对你有感觉	music
给我随便来几首歌	music
我要听情动这首歌。	music
播放断点	music
点播爱情买卖	music
我想听世上只有妈妈好这首歌。	music
我要听劝化这首歌	music
来一首解脱	music
随便给我放几首歌	music
想听牵手这首歌	music
找一首歌叫斑马斑马	music
来首我的未来不是梦	music
我想听莫失莫忘。	music
我想听伤感歌曲	music
来一首听你听我	music
唱一首两只蝴蝶。	music
来一首夜夜夜	music
给我放首歌	music
放首歌听一下你好	music
来首快乐崇拜	music
我想听春天里这首歌	music
我想听忐忑这首歌打	music
播放田园的歌	music
我想听周杰伦的菊花台	music
播放郁可唯的歌	music
我想听音乐忘情水。	music
唱一首简单爱	music
来一首月亮惹的祸	music
我想听蔡依林的倒带这首歌	music
搜索电视剧插曲	music
播放歌曲再见青春	music
喂喂那个我说想听音乐呢	music
王菲传奇。	music
来一首宝贝对不起	music
哦来一首青花瓷	music
搜索娱乐新闻。	news
美国最近有什么新闻	news
告诉我今天的新闻内容	news
有什么重大新闻	news
我看看现在的最新新闻是什么？	news
打开腾讯头条新闻	news
零七播报新闻。	news
请问一下军事新闻。	news
龙岩新闻	news
关于钓鱼岛的新闻进展	news
答复，我要听新闻。	news
听新闻，姨。	news
来个最新新闻。	news
最新的新闻播报一下	news
我想听，新闻。	news
我想听听今天的新闻。	news
讲点新闻	news
艳照门事件。	news
但我想点新闻。	news
今天杭州有什么新闻	news
看一下今天早上新闻。	news
钓鱼岛事件。	news
总计今天的新闻。	news
今天有什么军事新闻	news
秦皇岛今天有什么新闻	news
今天温州有什么新闻。	news
我想听昨天晚上的新闻。	news
艾莱冈给我点新闻。	news
最近有什么热门新闻了。	news
姨，最近有什么新闻。	news
播放最近新闻。	news
播新闻，湖南新闻。	news
我想今天新闻最近有什么新的新闻？	news
请给我讲一下今天的新闻吧！	news
今天的新闻，欲	news
我也听新闻。	news
有什么重要新闻吗？	news
多想听新闻，哦。	news
帮我搜索一下今天的新闻	news
看今天的新闻。	news
国际新闻。	news
报点新闻给我听。	news
我想听足球类新闻	news
看一下今天有什么新闻？	news
我要听最近的新闻。	news
播放最近的新闻。	news
今天有什么新闻呢。	news
看看有什么好新闻	news
讯飞语音我想知道山东省东营市今天的新闻。	news
加，听新闻。	news
搜索最新新闻	news
听听新闻。	news
今天惠州新闻。	news
现在看看有最新的新闻吗？	news
今天的新闻有什么？	news
我要听新闻，给我数。	news
噗我想听新闻。	news
今天东莞新闻。	news
搜索中国共产党章程	novel
可以找一下浪漫满屋的小说	novel
查找校园小说沙漏第二部	novel
我要看魔幻学院小说	novel
我要看饶雪漫的小说左耳	novel
最近好看的小说	novel
搜索小说校园全能高手。	novel
给我讲个长篇小说。	novel
我要看现代重生小说	novel
郭敬明的爱情小说《悲伤逆流成河》	novel
我要看唐家三少写的玄幻小说绝世唐门	novel
我要看灵异推理小说	novel
我要看游戏异界小说	novel
赶紧推荐一部小说。	novel
你能搜到小说不？	novel
我要看魔法神话小说	novel
网上最火的小说有哪些	novel
我要看免费的小说。	novel
我要看古典仙侠小说	novel
我要看校园小说致我们终将逝去的青春	novel
玄幻小说 幻神	novel
玄幻小说《武动乾坤》	novel
我要看古言小说	novel
《武动乾坤》	novel
帮我找首诗。	poetry
张，来首白居易的诗。	poetry
给我背一首满江红。	poetry
不是花中偏爱菊的下一句是什么？	poetry
你好啊，再背首诗。	poetry
来首宋词。	poetry
搜索兰陵王。	poetry
朗诵诗词。	poetry
请背诵静夜思。	poetry
古诗长恨歌。	poetry
李白的诗词	poetry
那就来一首李白的诗词。	poetry
说一首唐诗吧！	poetry
读一首古诗。	poetry
我心照明月后面一句是什么？	poetry
你给我念一首李白的诗。	poetry
给我来首唐诗三百首。	poetry
背将进酒。	poetry
背一下春晓孟浩然。	poetry
学而不厌，下一句是什么？	poetry
人之初，性本善下一句是什么？	poetry
思春夜喜雨下一句是。	poetry
我想听首唐诗。	poetry
朗读咏雪	poetry
家，背首沁园春雪。	poetry
给我来首绝句。	poetry
请念一首毛泽东诗词。	poetry
背诵一首唐诗	poetry
来首李白的诗集。	poetry
那你背首唐诗给我听。	poetry
仓央嘉措的诗词。	poetry
杜甫兵车行。	poetry
锄禾日当午，下面一句是什么？	poetry
您给我来一首，夏明翰的就义诗。	poetry
各来一首李白的诗词。	poetry
哪里香我来一首李白的诗。	poetry
嗯，你来一首李白的诗词，的。	poetry
背首静夜思来听一下。	poetry
说一句，白居易的诗。	poetry
来首甘露寺。	poetry
来一首七言绝句。	poetry
我要听宋词。	poetry
落花不是无情物的下一句是什么？	poetry
雄关漫道真如铁下一句是什么？	poetry
李清照的诗。	poetry
床前明月光下一句是怎么说	poetry
来一首纳兰性德的词。	poetry
分手时，背一首诗吧？	poetry
你给我背一首白居易的诗。	poetry
来一首白居易的长恨歌	poetry
读一首唐诗。	poetry
ok好，来首李白的诗词。	poetry
李白的静夜思怎么读？	poetry
来is，来一首采莲。	poetry
蒋捷的宋词	poetry
念个唐诗给我听。	poetry
唐寅的诗。	poetry
来一首唐诗吗？	poetry
唐诗登高。	poetry
来一首，灵岩。	poetry
搜索蜀道难。	poetry
那你爸给我背一首唐诗了。	poetry
江山有奇峰，下一句。	poetry
长风吹月渡海来下一句是什么？	poetry
来一首李煜的词。	poetry
呵呵，背首诗来听。	poetry
满园花菊郁金黄的下一句是什么？	poetry
给我背个李白的诗。	poetry
读句诗来听听。	poetry
所以说李白的诗。	poetry
给我念首古诗。	poetry
再来背一首毛泽东的诗词。	poetry
朗读游子吟。	poetry
那就来一首李白的诗词吗？	poetry
恶念首唐诗。	poetry
搜搜一首毛泽东的诗。	poetry
杜甫的诗。	poetry
背一首春晓	poetry
背屈原的离骚	poetry
背一首，纳兰容若的词。	poetry
查一首古诗，武林春。	poetry
江涵秋影雁初飞的下一句是什么？	poetry
来一句唐诗呗！	poetry
我背一下春晓。	poetry
搜索古诗绝句。	poetry
我要听李白的诗。	poetry
何以解忧的下一句是什么？	poetry
去网上搜索兰陵王。	poetry
给我来一首山歌吗？	poetry
来首唐诗小池	poetry
来一首咏柳。	poetry
帮我来一首兰陵王。	poetry
月咏牡丹的下一句，是什么？	poetry
那你给我背一首唐诗吧！	poetry
背首绝句的。	poetry
